-29.741,-54.798,46.406
-18.845,-83.869,31.85
-20.724,-60.529,61.521
-23.65,-73.056,29.861
-21.033,-66.469,43.566
-12.296,-70.56,52.287
-49.5,-32.087,8.0409
-43.696,8.4431,-23.51
-61.949,-38.301,11.641
-52.287,3.186,-16.006
-59.114,-24.142,-1.9033
-55.627,-12.855,-2.4308
-51.983,-7.2074,-8.806
-44.148,-47.573,41.342
-46.733,-28.505,18.622
-54.164,-47.447,39.001
-58.912,-29.413,25.094
-57.393,-49.402,24.447
-54.589,-32.859,37.252
-49.357,-38.912,32.554
-8.1188,63.549,-9.2185
-31.542,10.662,-35.594
-44.534,-22.9,6.7732
-35.687,-20.588,11.657
-34.237,7.1244,-12.184
-37.4,-8.5937,4.4364
-35.45,4.2798,-0.59237
53.969,-39.123,1.4973
54.99,-42.904,8.9516
5.6393,21.084,26.726
37.199,10.574,33.786
32.88,5.008,52.605
38.176,21.138,45.693
36.442,12.222,48.854
7.9701,-78.014,26.548
6.2011,-89.291,13.002
8.6302,-72.195,16.803
24.688,-4.9622,-33.415
32.029,-69.723,-12.972
34.95,-7.7812,-36.41
37.491,-59.459,-16.182
36.035,-34.845,-22.614
33.584,-48.043,-16.66
49.547,-52.679,13.404
37.366,-80.32,21.612
51.26,-52.231,26.509
35.462,-73.578,35.112
43.067,-65.541,12.949
42.331,-50.822,40.643
42.866,-72.44,20.835
50.2,-56.465,40.015
38.151,-64.761,44.784
46.551,-64.835,30.294
43.38,-4.2933,-40.017
51.657,-58.795,-8.9104
52.72,-19.405,-32.36
53.741,-48.776,-18.39
51.821,-32.636,-24.873
10.076,-47.139,6.8641
5.0817,-43.031,27.895
18.646,-99.162,-7.394
44.513,-70.022,-2.0359
17.106,-99.073,10.07
24.049,-90.627,16.783
43.316,-78.805,-11.404
32.221,-84.386,8.2592
28.676,-86.708,-12.2
29.431,-94.003,-5.3629
41.603,-84.248,-1.2377
22.097,15.253,-19.587
18.684,45.826,-18.557
34.727,27.001,-12.522
19.725,30.733,-19.56
18.333,-50.895,-4.9115
8.1982,-89.141,-8.5737
20.626,-58.532,-6.0805
7.6879,-77.239,-3.4715
12.885,-63.722,2.1839
17.115,-73.041,-8.472
7.618,52.546,-8.6713
6.6366,19.291,-18.221
6.3354,40.742,-18.018
60.749,-34.048,-8.0652
51.631,2.9988,-32.906
59.994,-10.801,-22.33
56.269,-57.782,3.1347
62.075,-43.289,-7.7187
59.992,-21.625,-15.327
23.854,-37.517,-11.569
27.448,-24.861,-24.205
11.545,-33.684,49.448
5.3566,-16.772,61.135
6.4975,-29.478,59.215
45.542,12.249,5.7792
50.73,20.262,18.122
46.693,12.043,16.936
42.385,41.078,-11.352
48.345,35.372,-0.69459
43.059,25.395,5.9387
49.411,29.426,7.5604
14.566,-70.588,8.201
12.275,-91.433,3.4737
9.3241,-78.765,7.6759
13.789,-34.572,71.667
50.836,-10.314,13.851
28.371,-33.301,63.25
61.878,-11.132,22.532
39.056,-32.346,56.623
54.62,-14.836,36.203
43.566,-23.449,53.868
48.387,-19.412,45.558
5.614,-10.595,38.678
5.7074,-24.731,36.269
50.415,1.973,7.995
13.825,-24.345,68.443
54.264,5.645,24.205
22.698,-15.158,65.774
55.756,-2.122,27.642
33.546,-20.56,58.861
48.733,-3.4931,43.394
39.911,-11.508,46.214
33.181,-9.7618,53.351
14.099,-58.054,12.917
7.8795,-58.919,24.868
9.7611,-47.659,59.439
17.347,-68.079,26.266
6.4233,-59.7,49.989
7.5625,-66.638,37.238
9.1532,-45.783,40.913
5.9839,34.533,2.5428
28.995,56.136,-10.25
22.806,58.195,-1.6275
31.818,29.862,37.897
38.776,49.49,5.1107
43.918,26.858,30.252
23.69,56.926,12.713
43.268,33.058,22.368
24.459,47.984,26.632
38.413,43.921,19.272
30.409,40.025,24.249
9.7296,6.9514,45.688
10.932,61.391,5.9319
12.367,-3.2651,65.643
10.09,52.879,14.414
19.313,3.4106,60.36
10.21,54.909,26.16
9.6868,8.2947,60.026
11.492,46.988,37.341
19.626,17.776,54.751
9.105,36.257,30.568
9.2005,24.389,53.686
16.003,36.525,45.571
9.6622,30.315,45.207
23.585,-81.496,24.361
14.989,-47.233,68.313
15.733,-85.226,34.588
22.034,-75.394,40.054
23.849,-65.157,38.592
29.591,-46.772,61.291
13.059,-68.865,53.703
33.209,-44.12,46.361
18.52,-59.154,61.759
30.873,-53.879,51.444
45.127,10.19,-23.683
60.395,-31.75,9.3726
53.18,1.8829,-14.545
56.76,-7.7168,-6.3082
59.155,-22.562,3.0087
51.438,-17.538,-3.4355
42.911,-34.255,40.888
45.034,-24.934,18.411
52.152,-41.396,41.956
55.926,-25.443,26.921
60.142,-41.424,23.042
58.938,-35.887,36.867
53.339,-30.726,31.863
9.8338,62.819,-10.737
32.33,9.8406,-32.328
45.55,-20.648,7.0124
36.196,9.1734,-11.674
36.409,-19.093,10.738
38.165,-6.0456,4.2853
36.767,5.5735,-1.3633
